name,address,longitude,latitude,id
台南市東區新東社區發展協會,臺南市東區林森路2段48號,120.685137,24.1378,323
台南市媽祖樓聖母文化發展協會,台南市中西區忠孝街88號,120.685137,24.1378,321
臺南市北區重興社區發展協會,臺南市北區重興里東豐路451巷169號,120.685137,24.1378,320
臺南市郡西十三番地人文產業促進協會,,120°11&#3940.9,22°59&#3926.5,309
南臺科技大學工業管理與資訊系,台南市永康區南台街1號,120.685137,24.1378,308
台南市仁德區新田社區發展協會,臺南市新田里民安路一段435號,120.685137,24.1378,307
臺南市南區龍崗國民小學,702台南市南區鯤鯓里21鄰鯤鯓路147號,120.685137,24.1378,306
臺南市關廟區新關廟社區發展協會,臺南市關廟區關廟里6鄰民生街220號,120.326184,22.959682,305
台南市東區虎尾社區發展協會,臺南市東區東成街76號,120.233940,22.979751,304
臺南市灣裡萬年文史推廣學會,臺南市南區灣裡路660號,120.182881,22.919915,303
臺南市新化區護國社區發展協會,台南市新化區建國街11號,120.309419,23.036642,302
臺南市南化區東和社區發展協會,71602臺南市南化區東和里19-1號,120.474524,23.021987,301
台南市山上區豐德社區發展協會,74341臺南市山上區豐德里4鄰隙仔口49-2號,120.361271,23.077599,300
台南市山上區南洲社區發展協會,臺南市山上區南洲里158號,120.352252,23.103008,299
臺南市新營區三仙社區發展協會,臺南市新營區三民路146號,120.310421,23.307161,298
臺南市新營區延平社區發展協會,臺南市新營區延平里復興路29巷18號,120.312436,23.302562,297
台南市東區大德社區發展協會,台南市東區立德十路46巷6號,120.214771,22.977573,296
臺南市東區德高社區發展協會,臺南市東區仁和路196號,120.234545,22.968830,295
臺南市東山區南溪社區發展協會,東山區南溪里二重溪43號,120.402942,23.273260,294
臺南市後壁區後壁國民小學,臺南市後壁區後壁里195號,120.366241,23.366481,293
臺南市新營區姑爺社區發展協會,臺南市新營區姑爺里挖仔31號,120.254475,23.280274,292
臺南市善化區文正社區發展協會,711台南市善化區文正路25巷18號,120.286339,23.136817,291
臺南市新營區中營社區發展協會,台南市新營區中營里東山三路121號,120.330386,23.313960,290
臺南市東山區南勢社區發展協會,臺南市東山區南勢里66-4號,120.466249,23.256554,289
臺南市東山區東原社區發展協會,臺南市東山區東原里23鄰8號,120.446473,23.265570,288
臺南市中西區永福國小,704臺南市中西區永福路二段86號,120.201871,22.992864,287
台南市仁德區中洲社區發展協會,717臺南市仁德區中洲里中洲350號,120.250510,22.907571,286
"臺南市東山區 聖賢社區發展協會",臺南市東山區聖賢里北勢寮73號之6,120.365750,23.317419,285
臺南市新東在地生活協會,臺南市新營區東泰八街2巷1號1樓,120.326930,23.318683,284
臺南市北區振興社區發展協會,台南市北區長榮路四段185號,120.221235,23.006758,283
台南市五條港發展協會,台南市中西區神農街70號,120.197449,22.997689,282
臺南市新化牧場社區發展協進會,臺南市新化區牧場112號,120.329943,23.059431,281
臺南市六甲區公所,"73443 台南市六甲區中山路202號",120.347831,23.231947,280
臺南市關廟區公所,"718 台南市關廟區香洋里中正路998 號"," 120.328181",22.963077,279
臺南市山上區公所,"74342  臺南市山上區南洲里325號",120.353024,23.103864,278
敏惠醫護管理專科學校,臺南市柳營區中山東路二段1116號,120.330755,23.279330,275
南臺科技大學工業管理與資訊系,"台南市永康區南台街1號 D棟",120.222544,23.022483,274
臺南市南區日新社區發展協會,台南市南區日新里利南街136號,120.188184,22.970364,273
臺南市新市區潭頂社區發展協會,臺南市新市區潭頂里184號,120.324921,23.076211,272
臺南市善化區田寮社區發展協會,臺南市善化區田寮里168-9號,120.305362,23.150894,271
台南市麻豆區社區文化營造協會,台南市麻豆區大埕里大同路26之2號,120.246242,23.185972,270
台南市學甲區一秀社區發展協會,臺南市學甲區秀昌里一秀6鄰69號,120.176505,23.239590,269
臺南市楠西區鹿田社區發展協會,臺南市楠西區鹿田里油車14-26號,120.489980,23.166833,268
台南市將軍區苓和社區,"台南市將軍區苓和里苓和 12之1號",120.166463,23.226199,267
臺南市善化區坐駕社區發展協會,台南縣坐駕里大成路41號,120.305429,23.130798,266
台南市學甲區大灣社區發展協會,臺南市學甲區大灣里大灣101號,120.189237,23.215174,265
台南市左鎮區內睦社區發展協會,台南市左鎮區內庄里78-1號,120.423417,23.0436,264
臺南市學甲區新榮社區發展協會,"臺南市學甲區新榮里東寮 63 號",120.185756,23.223880,263
臺南市歸仁區八甲社區發展協會,臺南市歸仁區歸仁里大明街75號,120.297091,22.976708,262
台南市新化區東榮社區發展協會,臺南市新化區信義路189號,120.309088,23.035067,261
臺南市將軍區鯤鯓國民小學,台南市將軍區鯤溟里6號,120.102627,23.187727,260
臺南市學甲區學甲國民小學,台南市學甲區秀昌里一秀30號,120.175644,23.237828,259
台南市白河區永安社區發展協會,永安里新興路536號,120.414071,23.354044,258
臺南市將軍區將軍國民小學,台南市將軍區將貴里58號,120.135992,23.214649,257
臺南市安南區南興社區發展協會,臺南市安南區安興街435巷2號,120.685136,24.1378,256
臺南市佳里區營頂社區發展協會,臺南市佳里區營頂里31-1號,120.180790,23.159470,255
臺南市安定區蘇厝社區發展協會,臺南市安定區蘇厝里283號,120.250051,23.131523,254
臺南市楠西區密枝社區發展協會,台南市楠西區密枝里6號,120.512321,23.199438,253
臺南市南化區玉山社區發展協會,台南市南化區玉山里69-2號,120.519373,23.07605,252
台南市歸仁區崙頂社區發展協會,臺南市歸仁區崙頂街38號,120.296314,22.959920,251
財團法人凱達格蘭文化藝術基金會,臺南市歸仁區中正北路一段148號,120.295561,22.971805,250
臺南市善化區文昌社區發展協會,台南市善化區光復路175號之1,120.290274,23.127779,249
臺南市下營區甲中社區發展協會,臺南市下營區甲中里中庄子8鄰58號,120.273656,23.253803,248
臺南市東區東聖社區發展協會,臺南市東區中華東路二段133巷57弄34號,120.233538,22.985856,247
台南市月津文史發展協會,台南市鹽水區田寮里68號之1,120.266720,23.319854,246
臺南市新營區舊廍社區發展協會,台南市新營區舊廍里1號,120.288768,23.286730,245
臺南市新營區王公社區發展協會,臺南市新營區民族路21號,120.318222,23.315851,244
臺南市新營區南興社區發展協會,台南市新營區建業路157巷7號,120.311758,23.299111,243
臺南市楠西區公所,臺南市楠西區楠西里22鄰中正路２３０號,120.463817,23.125221,242
臺南市東區區公所,臺南市東區崇信里27鄰崇學路100號,120.224003,22.980242,241
臺南市安南區公所,臺南市安南區安中路308號,120.176335,23.048902,240
臺南市中西區公所,臺南市中西區開山路1號,120.205599,22.992240,239
臺南市二空眷村文化營造促進會,台南市東區文化五街11號,120.232238,22.975731,238
臺南市南區新興社區發展協會,臺南市南區新興路22號,120.196389,22.979254,237
臺南市南區大恩社區發展協會,臺南市大同路二段750巷186號,120.213051,22.966388,236
臺南市永康區復國社區發展協會,臺南市永康區復國二路46號,120.247234,23.005416,235
臺南市永康區龍潭社區發展協會,臺南市永康區龍潭里龍國街400號,120.267513,23.031877,234
財團法人朝陽文化藝術基金會,71077臺南市永康區文賢街68巷1號(永康社區大學),120.272671,23.005839,233
臺南市歸仁區新媽廟社區發展協會,臺南市歸仁區媽廟里媽廟二街15巷30號,120.295977,22.999450,232
台南市左鎮區澄山社區發展協會,臺南市新化區信義路117巷49之5號,120.314749,23.035423,231
臺南市大內區環湖社區發展協會,臺南市大內區環湖里57號,120.430001,23.173611,230
臺南市大內區石子瀨社區發展協會,臺南市大內區石城里114-66號,120.350757,23.119355,229
社團法人臺灣社區關懷協會,臺南市新化區知義里口埤91號,120.350248,23.025407,228
臺南市新化區山腳社區發展協會,臺南市新化區山腳里78-1號,120.334902,23.008702,227
臺南市大內區公所,臺南市大內區大內里1號,120.362286,23.119598,226
臺南市新市區新和社區發展協會,臺南市新市區自強街70巷2號,120.294509,23.081827,225
臺南市新市區新市社區發展協會,臺南市新市區新市里中正路356巷15號,120.291967,23.079273,224
臺南市新市區社內社區發展協會,臺南市新市區社內里167-2號,120.280116,23.076580,223
臺南市新市區大營社區發展協會,臺南市新市區大營里20鄰豐榮70號,120.311837,23.099409,222
臺南市善化區嘉北社區發展協會,臺南市善化區嘉北里茄拔271號,120.331177,23.141661,221
臺南市善化區東勢寮社區發展協會,臺南市善化區東昌里東勢寮38號,120.323886,23.157767,220
臺南市善化區什乃社區發展協會,臺南市善化區什乃里81號,120.278807,23.143448,219
臺南市善化區小新社區發展協會,臺南市善化區小新里113-24號,120.314720,23.122946,218
臺南市學甲區光華社區發展協會,"臺南市學甲區光華里 8 鄰過港子 65 號",120.156043,23.266479,217
臺南市學甲區平西社區發展協會,台南市學甲區平和里15鄰154號,120.219537,23.253078,216
臺南市學甲區公所,臺南市學甲區華宗路313號,120.182333,23.230469,215
臺南市將軍區公所,臺南市將軍忠興里190號,120.163260,23.201848,214
臺南市佳里區安西社區發展協會,台南市佳里區文化西路346號,120.158915,23.162261,213
臺南市北門區北門社區發展協會,臺南市北門區北門里12鄰156號之3,120.125728,23.266152,212
臺南市北門區永隆社區發展協會,臺南市北門區北門里108號,120.125728,23.266152,211
臺南市七股區光復國民小學,臺南市七股區鹽埕里1號,120.107371,23.149699,210
臺南市七股區中寮社區發展協會,臺南市七股區中寮里64號,120.115622,23.156791,209
臺南市柳營區士林社區發展協會,臺南市柳營區士林里博愛街18號,120.310986,23.277847,208
臺南市麻豆區安東社區發展協會,臺南市麻豆區安東里277-4號,120.247430,23.162226,207
臺南市麻豆區海埔社區發展協會,臺南市麻豆區海埔里12鄰80之1號,120.213766,23.205976,206
臺南市官田區官田國民小學,臺南市官田區官田里11號,120.340667,23.189885,205
臺南市官田區公所,臺南市官田區中山路一段132號,120.685136,24.1378,204
臺南市鹽水區坔頭港社區發展協會,台南市鹽水區南港里171號,120.249830,23.250701,203
臺南市鹽水區公所,臺南市鹽水區中山路47號,120.266118,23.319945,202
臺南市後壁區公所,臺南市後壁區後壁里129號,120.357963,23.363213,201
臺南市東山區公所,台南市東山區東山里225號,120.402631,23.328215,200
臺南市白河區昇安社區發展協會,臺南市白河區昇安里三間厝51-6號,120.434217,23.364497,199
臺南市白河區白河社區發展協會,台南市白河區白河里康樂路2-18號,120.416004,23.346892,198
臺南市白河區內角社區發展協會,臺南市白河區內角里5鄰內角60-1號,120.438363,23.398191,197
臺南市白河區公所,臺南市白河區三民路381號,120.415752,23.351288,196
臺南市安平區建平社區發展協會,臺南市安平區府前三街27號（建平里活動中心）,120.185800,22.993724,195
臺南市北區中樓社區發展協會,臺南市北區勝利路377巷6號,120.218446,23.003832,194
臺南市新市區公所,台南市新市區中興街12號,120.295043,23.078698,193
臺南市歸仁區大潭社區發展協會,臺南市歸仁區大潭里長榮路一段320巷39號,120.272689,22.909111,192
臺南市玉井區公所,臺南市玉井區中正路27號,120.459320,23.121914,191
臺南市龍崎區公所,臺南市龍崎區崎頂里新市子103號,120.359124,22.966918,190
臺南市仁德區公所,臺南市仁德區中正路三段5號,120.257590,22.981748,189
臺南市善化區南關社區發展協會,臺南市善化區三民路6-6號,120.287811,23.129203,188
臺南市東山區青山國民小學,台南市東山區青山里16號,120.478571,23.325603,187
臺南市西港區南海社區發展協會,臺南市西港區南海里24號,120.201781,23.121164,186
臺南市佳里區通興社區發展協會,臺南市佳里區通興里埔頂7鄰8號,120.155066,23.146024,185
臺南市柳營區神農社區發展協會,736台南市柳營區神農里245-1號,120.376226,23.259354,184
臺南市柳營區八翁社區發展協會,臺南市柳營區八翁里62-4號,120.264808,23.285315,183
真理大學,臺南市麻豆區北勢寮70-11號,120.227771,23.219412,182
臺南市七股區龍山社區發展協會,台南市七股區龍山里211-33號,120.114641,23.137614,181
臺南市私立光華女子高級中學,臺南市勝利路41號,120.217389,22.988612,180
臺南市南區喜南社區發展協會,"臺南市南區喜樹路222巷 23 號",120.178946,22.945215,179
臺南市關廟區新深坑社區發展協會,臺南市關廟區深坑里南雄路一段425號,120.328046,22.957607,178
臺南市關廟區埤頭社區發展協會,台南市關廟區埤頭里關新路二段2號,120.318814,22.975146,177
臺南市安定區公所,臺南市安定區安定里59號,120.235621,23.119471,176
臺南縣新營社造促進會,臺南市新營區中正路382號,120.316251,23.323923,175
臺南市社區衛生促進會,臺南市新營區中山路53號,120.322077,23.306504,174
臺南市新營區太子社區發展協會,臺南市新營區太北里45-2號,120.273322,23.295100,173
臺南市麻豆區埤頭社區發展協會,臺南市麻豆區埤頭里33之106號,120.227123,23.196244,172
臺南市後壁區墨林社區發展協會,臺南市後壁區墨林里321號,120.363133,23.367781,171
臺南市後壁區菁寮社區發展協會,臺南市後壁區菁寮里77號,120.335166,23.378942,170
臺南市無米樂稻米促進會,臺南市後壁區頂長里1號,120.330574,23.367029,169
臺南市後壁區頂長社區發展協會,臺南市後壁區頂長村41號,120.327695,23.362959,168
臺南市後壁區後廍社區發展協會,臺南市後璧區後廍村19號,120.251272,23.141698,167
臺南市後壁區仕安社區發展協會,臺南市後壁區仕安里57號,120.613204,24.116479,166
臺南市南化區北寮社區發展協會,臺南市南化區北寮里1-2號,120.491714,23.078649,165
臺南市南化區小崙社區發展協會,臺南市南化區小崙里50之3號,120.516256,23.051605,164
臺南市立東原國民中學,臺南市東山區東原里瓦厝70號,120.685136,24.1378,163
臺南市東山區東山社區發展協會,臺南市東山區東山里28鄰529號,120.396906,23.328785,162
臺南市官田區官田社區發展協會,臺南市官田區官田里59-19號,120.315496,23.193044,161
臺南市佳里區子龍社區發展協會,臺南市佳里區子龍里95號,120.207995,23.169606,160
臺南市白河區虎山社區發展協會,臺南市白河區虎山里28-7號,120.450313,23.349572,159
臺南巿白河區大竹社區發展協會,臺南市白河區大竹里1鄰3號,120.404072,23.364097,158
臺南市玉井區清芳社區發展協會,臺南市玉井區中正里120-16號,120.443794,23.154829,157
臺南市北門區玉湖社區發展協會,臺南市北門區玉港里118-2號,120.221356,23.292252,156
臺南市下營區紅厝社區發展協會,臺南市下營區紅厝里57號,120.258105,23.228592,155
臺南市太鼓發展協會,臺南市北區文賢路218巷29號,120.685137,24.1378,154
臺南市南區區公所,臺南市南區明興路二號,120.188733,22.961165,153
臺南市安南區公所(安慶里辦公處),臺南市安南區安中路二段308號,120.184714,23.047232,152
臺南市新化區礁坑社區發展協會,臺南市新化區礁坑里36崙150號,120.364089,23.043923,151
臺南市龍崎區龍和社區發展協會,臺南市龍崎區崎頂里7鄰新市子223號,120.360200,22.966157,150
臺南市永康區王行社區發展協會,臺南市永康區王行里王行路1018巷48號,120.275848,23.051944,149
臺南市新化區豐榮社區發展協會,臺南市新化區豐榮里洋子138號,120.295795,23.033275,148
臺南市安平區華平社區發展協會,臺南市安平區健康二街500號,120.174391,22.994873,147
臺南市安平區安中社區發展協會,臺南市安平區海頭里6鄰安北路121巷15弄17號,120.163158,23.001907,146
臺南市安平區石門社區發展協會,臺南市安平區安北路40巷19號,120.167272,23.001106,145
臺南市安平區平安社區發展協會,臺南市安平區平安里11鄰安平路500巷17弄17號,120.171847,22.998910,144
臺南市北區成功社區發展協會,臺南市北區中華北路二段237之1號,120.205557,23.021625,143
臺南市北區區公所,台南市北區成功路238巷7號,120.202962,22.999567,142
臺南市北區文元社區發展協會,臺南市北區和緯路三段370號,120.193881,23.009778,141
臺南市東區區公所(德高里辦公處),臺南市東區崇學路100號,120.224004,22.980242,139
臺南市東區復興社區發展協會,臺南市東區富農街一段258巷11號,120.235734,22.983561,138
臺南市北門區公所,臺南市北門區北門里108號,120.122114,23.270936,137
臺南市七股區鹽光文教基金會,臺南市七股區鹽埕里58號,120.090700,23.197070,136
臺南市文化資產保護協會,台南市中西區中正路73號二樓,120.201826,22.996294,135
臺南市南區永寧社區發展協會,臺南市南區灣裡路263巷41號,120.183409,22.926821,134
臺南市北區大港社區發展協會,臺南市北區大興街226巷50號,120.192653,23.011740,133
臺南市安平區公所,臺南市安平區平通里育平路316號,120.168834,22.994534,132
臺南市新化區公所,臺南市新化區中山路130號,120.310896,23.038541,131
臺南市西港區公所,"臺南市西港區文化路 1 號",120.20375,23.123099,130
臺南市麻豆區公所,台南市麻豆區東角里忠孝路250號,120.258445,23.184946,129
臺南市柳營區公所,臺南市柳營區士林里柳營路2段59號,120.312121,23.278161,128
臺南市善化區公所,台南市善化區建國路190號,120.296741,23.132392,127
臺南市佳里區公所,臺南市佳里區忠孝路5號,120.177040,23.165255,126
臺南市七股區公所,臺南市七股區大埕里377號,120.138910,23.140427,125
臺南市新營區公所,臺南市新營中正路30號,120.316576,23.310276,124
臺南市下營區公所,臺南市下營區中山路一段170號,120.264043,23.235638,123
臺南市歸仁區公所,臺南市歸仁區中山路二段2號,120.293918,22.967094,122
臺南市仁德區和愛社區發展協會,臺南市仁德區仁愛里3號,120.613204,24.116479,121
臺南市東區東光社區發展協會,臺南市東區東光里2鄰東光路一段39-1號,120.230856,22.991606,120
臺南市東區富強社區發展協會,臺南市東區裕農路446巷88號,120.226555,22.985612,119
臺南市東區區公所(裕聖里辦公處),臺南市東區崇學路100號,120.224004,22.980242,118
臺南市南區金華社區發展協會,臺南市南區慶南街201號,120.190073,22.978379,117
臺南市南區田寮社區發展協會,臺南市南區夏林路379號,120.195010,22.981513,116
臺南市南區松安社區發展協會,臺南市灣裡路282巷88弄22-1號,120.180315,22.925158,115
臺南市南區南華社區發展協會,臺南市中華南路二段392號,120.184988,22.961843,114
臺南市南區文南社區發展協會,臺南市南區長南街29號,120.190345,22.982817,113
臺南市南區大忠社區發展協會,臺南市南區公英一街43號,120.213798,22.970636,112
臺南市南區新生社區發展協會,臺南市南區大同路二段100巷21弄18號,120.211876,22.979982,111
臺南市南區國宅社區發展協會,臺南市南區金華路二段33巷81號,120.188554,22.977068,110
臺南市南區喜樹國民小學,臺南市南區702喜樹路133號,120.179651,22.942474,109
臺南市南區區公所(大恩里辦公處),臺南市南區明興路2號,120.188733,22.961165,108
臺南市南區區公所(明德里辦公處),臺南市南區明德里5鄰大成路一段61巷26號,120.201043,22.974582,107
臺南市安平區文朱社區發展協會,臺南市安平區效忠街63號,120.1616,23.001119,106
臺南市安平區漁光社區發展協會,臺南市安平區漁光路89巷39-1號,120.160027,22.976939,105
臺南市永康區六合社區發展協會,臺南市永康區六合里21鄰中華二路358巷43號,120.230125,23.009317,104
臺南市永康區復華社區發展協會,臺南市永康區復華里國華街102巷38號,120.247794,23.014392,103
臺南市永康區復興社區發展協會,臺南市永康區復興路356巷13號,120.241401,22.999049,102
臺南市安南區海南社區發展協會,臺南市安南區府安路七段1巷2號（海南里活動中心）,120.182040,23.014136,101
臺南市安南區城南社區發展協會,臺南市安南區城西街一段61巷28弄98號,120.128744,23.060344,100
臺南市南區區公所(大忠里辦公處),臺南市南區明興路2號,120.188733,22.961165,99
臺灣戲劇教育與應用學會,台南市中西區樹林街二段33號,120.208243,22.985141,98
臺南市東區區公所(文聖里辦公處),台南市東區崇學路100號,120.224004,22.980242,97
臺南市中西區西湖社區發展協會,臺南市中西區西湖里湖美街60巷31號,120.181093,23.001355,96
臺南市中西區溫陵社區發展協會,台南市中西區永福里4鄰中正路53巷13號,120.201873,22.992083,95
臺南市中西區公所(大涼里辦公處),臺南市中西區開山路1號,120.205660,22.992264,94
臺南市安南區鹿耳社區發展協會,臺南市安南區北汕尾二路二段800巷9弄49號,120.129051,23.036966,93
臺南市安南區鹽田社區發展協會,臺南市安南區塩安路28號,120.144805,23.033482,92
臺南市安南區理想社區發展協會,臺南市安南區海佃路二段190號,120.189863,23.033638,91
臺南市安南區溪仔墘社區發展協會,臺南市安南區海佃路一段334號,120.191189,23.027010,90
臺南市七股區樹林社區發展協會,臺南市七股區樹林里5-8號,120.160753,23.116281,89
臺南市西港區港東社區發展協會,臺南市西港區港東村鳥竹林31-1號,120.213766,23.120066,88
臺南市西港區金砂社區發展協會,臺南市西港區金砂里4鄰砂凹子9-1號,120.206571,23.156703,87
臺南市西港區慶安社區發展協會,臺南市西港區慶安路59巷1號,120.203350,23.121187,86
臺南市麻豆區南勢社區發展協會,臺南市麻豆區南勢里南勢26號,120.261932,23.186463,85
臺南市佳里區蕭瓏社北頭洋發展協會,臺南市佳里區海澄里番仔寮69號,120.161415,23.172679,84
臺南市佳里區漳州社區發展協會,臺南市佳里區漳洲里204號,120.154600,23.184870,83
臺南市佳里區嘉福社區發展協會,臺南市佳里區嘉福里115號,120.154600,23.168755,82
臺南市佳里區延平社區發展協會,臺南市佳里區頂廍里117號,120.174381,23.169677,81
臺南市安定區中榮社區發展協會,臺南市安定區中榮里27-1號,120.235621,23.119471,80
臺南市安定區中沙社區發展協會,臺南市安定區中沙里中崙115-1號,120.209188,23.080177,79
臺南市西港區檨林社區發展協會,臺南市西港區檨林31號,120.685137,24.1378,78
臺南市西港區劉厝社區發展協會,台南市西港區劉厝里8鄰58號,120.685137,24.1378,77
臺南市西港區永樂社區發展協會,臺南市西港區永樂里123號,120.685137,24.1378,76
臺南市西港區後營社區發展協會,臺南市西港區營西里119號,120.685137,24.1378,75
臺南市西港區西港社區發展協會,臺南市西港區西港里22鄰堀子頭6號,120.685137,24.1378,74
臺南市佳里區公所(東寧里辦公處),臺南市佳里區東寧里和平街39巷10之1號,120.180409,23.162638,73
臺南市佳里區公所(安西里辦公處),臺南市佳里區忠孝路5號,120.685137,24.1378,72
臺南市佳里區建南社區發展協會,臺南市佳里區建南里安南路562號,120.171309,23.158075,71
臺南市佳里區興化社區發展協會,臺南市佳里區興化里15鄰545-11號,120.685137,24.1378,70
臺南市佳里區蚶寮社區發展協會,臺南市佳里區蚶寮里21號,120.159971,23.127033,69
臺南市佳里區六安社區發展協會,"臺南市佳里區六安里 10鄰安北路58巷19 號",120.685137,24.1378,68
臺南市關廟區東勢社區發展協會,臺南市關廟區東勢里旺萊路139巷12號,120.334627,22.953614,67
臺南市關廟區新光社區發展協會,臺南市關廟區新光里新光街205巷16號,120.350618,22.970599,66
臺南市龍崎區龍興社區發展協會,臺南市龍崎區龍船村苦苓湖10號,120.414705,22.944161,65
臺南市文化資產關懷志工協會,臺南市永康區中華路134巷58弄19號,120.235965,23.005554,64
臺南市新化區清水社區發展協會,臺南市新化區中山路363號,120.3056,23.03559,63
臺南市新化區大坑社區發展協會,臺南市新化區大坑里121號,120.385912,23.010902,62
臺南市左鎮區公館社區發展協會,臺南市左鎮區岡林里31號,120.389055,23.064324,61
臺南市玉井區竹圍社區發展協會,臺南市玉井區竹圍里武成街155巷7號,120.473655,23.133023,60
臺南市南化區北平社區發展協會,臺南市南化區北平里5鄰53之5號,120.562447,23.107913,59
臺南市南化區西埔社區發展協會,臺南市南化區西埔里59之1號,120.562447,23.107913,58
臺南市麻豆區公所(總榮里辦公處),臺南市麻豆區總榮里3鄰32號,120.266959,23.182719,57
臺南市麻豆區公所(晉江里辦公處),臺南市麻豆區忠孝路250號,120.258445,23.184946,56
臺南市麻豆區公所(海埔里辦公處),台南市麻豆區海埔里埤仔尾8號,120.218094,23.206405,55
臺南市歸仁區歸仁社區發展協會,台南市歸仁區文化街一段105號,120.685137,24.1378,54
臺南市玉井區望明社區發展協會,臺南市玉井區望明里9號,120.460030,23.123781,53
臺南市南化區羌黃坑社區營造協會,臺南市南化區玉山里145號,120.562447,23.107913,52
臺南市北區公園社區發展協會,臺南市北區公園南路39號,120.211696,23.000249,51
臺南市北區三德社區發展協會,臺南市北區忠義路3段33號,120.205061,22.998920,50
臺南市北區正覺社區發展協會,臺南市北區公園路769巷20弄5號,120.214661,23.018593,49
臺南市北區勝安社區發展協會,臺南市北區勝安里開元路73巷76號,120.218436,23.008292,48
臺南市中西區銀同社區發展協會,臺南市中西區開山路89巷23號,120.207208,22.990057,47
臺南市中西區光賢社區發展協會,臺南市中西區武聖路151巷30弄7號,120.189795,23.005294,46
臺南市中西區啟智社區發展協會,臺南市中西區開山路52巷18號,120.206638,22.990487,45
臺南市中西區文昌社區發展協會,臺南市中西區萬昌里9鄰城隍街79號1樓,120.208781,22.990785,44
臺南市安平區公所(建平里辦公處),臺南市府前三街27號,120.185358,22.993514,43
臺南市安平區育平社區發展協會,臺南市安平區育平路一街14巷15號,120.165903,22.986752,42
臺南市安平區怡平社區發展協會,臺南市安平區怡平路363號,120.176947,22.993391,41
臺南市安平區國平社區發展協會,臺南市安平區建平一街223號,120.176043,22.984333,40
臺南市安平區菩薩社區發展協會,台南市安平區安平路121巷3號,120.16721,22.999157,39
臺南市安平區沙灘社區發展協會,臺南市安平區州平二街24巷14號,120.15072,22.999415,38
臺南市安平區王城西社區發展協會,臺南市安南區府安路五段162巷49弄126號,120.197644,23.023687,37
臺南市安平區海頭社區發展協會,臺南市安平區古堡街90巷33號,120.160301,23.004109,36
臺南市楠西區龜丹社區發展協會,臺南市楠西區龜丹村59-6號,120.507232,23.133159,35
臺南市善化區溪美社區發展協會,臺南市善化區溪美里溪尾71號,120.285688,23.154201,34
財團法人海墘營文化藝術基金會,臺南市下營區中山路1段59號,120.317699,23.192713,33
臺南市官田區大崎社區發展協會,臺南市官田區大崎里49-3號,120.374318,23.186012,32
臺南市柳營區中興社區發展協會,臺南市柳營區光福村福德二街1號,120.313211,23.277527,31
臺南市新營區民榮社區發展協會,臺南市新營區新進路二段165號,120.308976,23.300389,30
臺南市新營區民生社區發展協會,臺南市新營區進修街29巷14號,120.305600,23.307051,29
臺南市新營區大宏社區發展協會,臺南市新營區民族路21-61號,120.318356,23.308695,28
臺南市東山區嶺南社區發展協會,臺南市東山區嶺南里4鄰牛稠子30-3號,120.437228,23.255677,27
保證責任臺南市東山產業生產合作社,臺南市東山區青山村36號,120.496241,23.274723,26
臺南市白河區關嶺社區發展協會,臺南市麻豆區北勢里70-11號,120.236848,23.211842,25
臺南市後壁區侯伯社區發展協會,台南市後壁區後壁里193號,120.685137,24.1378,24
臺南市白河區外角社區發展協會,臺南市白河區外角里外角41號,120.423039,23.440089,23
臺南市白河區庄內社區發展協會,臺南市白河區庄內里13鄰82-1號,120.425767,23.352685,22
臺南市新營區新生國民小學,臺南市新營區姑爺里52號,120.685137,24.1378,21
臺南市柳營區果毅社區發展協會,臺南市柳營區果毅里4-7號,120.376226,23.259354,20
臺南市柳營區篤農社區發展協會,臺南市柳營區篤農里義士路一段712號,120.685137,24.1378,19
臺南市柳營區重溪社區發展協會,台南市柳營區重溪里4鄰39-1號,120.345352,23.227490,18
臺南市柳營區旭山社區發展協會,台南市柳營區旭山里山仔腳47-2號,120.685137,24.1378,17
臺南市柳營區太康社區發展協會,臺南市柳營區太康里19鄰168~1號,120.685137,24.1378,16
臺南市鹽水區竹埔社區發展協會,"臺南市鹽水區竹埔里5鄰96號 ",120.685137,24.1378,15
臺南市鹽水區橋南社區發展協會,台南市鹽水區橋南里月津路27號,120.685137,24.1378,14
臺南市下營區公所(茅港里辦公處),臺南市下營區茅港里293號,120.685137,24.1378,13
臺南市下營區西連社區發展協會,"臺南市下營區西連里13-25 號",120.259249,23.230880,12
臺南市下營區賀建社區發展協會,臺南市下營區里賀建里9鄰火燒珠10-1號,120.268579,23.229291,11
