區處別,淨水場名稱,X座標(TWD97),Y座標(TWD97),主要供水轄區,原水來源
1,二坪淨水場,315789.4407,2785814.023,北市萬里區、基?市基?一?、基?二?、基?三?等地區,二坪湧泉
1,中幅淨水場,317998.1976,2784237.323,新北市萬里區、基?市基?一?、基?二?、基?三?等地區,瑪鋉溪
1,六堵淨水場,320864.2537,2776422.269,六堵工業區及七堵區,瑪陵坑溪
1,白雲淨水場,316528.5562,2771357.04,汐止水源路二段.汐碇路,康誥坑溪
1,安樂淨水場,323740.2223,2780864.002,基隆市中山區及安樂區,瑪鋉溪
1,員山淨水場,332908.9227,2777158.981,新北市瑞芳區市區含猴硐大寮工業區四腳亭地區,基隆河、蛇形溪
1,貢寮淨水場,342879.3258,2767306.891,新北市貢寮區、雙溪區、瑞芳區及基隆市,雙溪
1,新山淨水場,322645.4729,2780420.559,基隆市之安樂、中山、仁愛、信義、中正、七堵等六個行政區及港區船舶用水、台北縣汐止市等地區,基隆河、新山水庫、東勢溪、瑪鋉溪
1,暖暖淨水場,323985.3846,2776572.893,基隆市之暖暖區、七堵區、仁愛區及台北縣四腳亭地區,基隆河、西勢水庫、東勢溪
1,萬里淨水場,319220.6424,2785878.387,萬里全區,萬里湧泉
1,小格頭淨水場,315200.5332,2760613.917,新北市石碇區,烏塗溪
1,平溪淨水場,325824.5222,2767568.474,新北市平溪區,芊蓁林溪
1,石碇淨水場,315982.7384,2766740.068,新北市深坑區、石碇區,烏塗溪
1,坪林淨水場,322031.7059,2759220.496,新北市坪林區、深坑區、石碇區,北勢溪
1,北投子淨水場,296848.545,2785243.955,新北市淡水區,北投子湧泉
1,老梅淨水場,305637.0888,2794879.134,新北市三芝區及石門區,老梅溪、四合興圳
1,湧泉淨水場,296940.7505,2785397.355,新北市淡水區,雙峻頭湧泉
1,樹興淨水場,299230.5448,2785051.228,新北市三芝區及石門區,公司田溪
1,興華淨水場,301322.6872,2787343.585,新北市三芝區及石門區,公司田溪
1,林莊淨水場,310205.5778,2789063.708,金山全區,頂中股圳、磺溪
1,烏來淨水場,305851.7378,2750931.839,新北市烏來區,桶後溪
2,大湳淨水場,278905.651,2762751.055,"(林口區) :全區、惟太平里少部分用戶供水，大多使用簡易自來水。
(五股區)福德里登林路部分地區。
(桃園區)：全區。
(八德區)全區，其中大仁、大安2里部分由板新廠供水。
(蘆竹區)全區。
(龜山區)全區，其中山德、山頂里少部分由板新廠供水。
(泰山區)南林路(約179戶)",石門水庫
2,大溪淨水場,285872.8161,2746594.989,(大溪區)目前只供應一心、田心、一德等3里。,龍眼溪
2,平鎮淨水場,269565.9521,2754804.012,"(平鎮區)：全區，其中偏遠地區部份用戶尚未供水。
(中壢區)：全區，其中偏遠地區部份用戶尚未供水。
(楊梅區)：全區，其中偏遠地區部份用戶尚未供水。
(大園區)：全區，但有零星用戶(舊有房屋)無使用執照及少部分使用地下水沒申請供水。
(觀音區)：全區，但有零星用戶(舊有房屋)無使用執照、少部分使用地下水沒申請供水。
(八德區)宵裡里新生路坎頂路、白鷺里興仁路、廣福路1356巷、東泰新村、龍友里榮友新村、龍宮街。
(桃園區)龍山里龍山街龍門街。",石門水庫
2,石門淨水場,269405.648,2757795.444,"(楊梅區):湧平、青山、高榮、高上、高山、九斗里。
(新屋區):頭洲里(部分)。
(平鎮區):宋屋、廣仁、平興、復旦、義民、新榮、義興、新勢、廣達、廣達、復興里部分用水",石門水庫
2,龍潭淨水場,274053.7395,2757802.8,"(龍潭區)全區，除三水村部分用戶尚未供水(因管線未到達)。
(大溪區)全區，除新峰、瑞興少部分尚未供水。
(平鎮區)東勢里中興路九龍段部分地區。",石門水庫
2,復興淨水場,285872.8161,2746594.989,(復興區)目前只供應三民、澤仁等2村，另華陵村使用簡易自來水(尚有7村未供水)。,詩郎溪
3,第一淨水場,248771.5717,2743293.3,"新竹市東區:綠水里  北區:西門里、潛園里、中央里、仁德里、崇禮里、石坊里、興南里、西雅里、育英里、曲溪里、台溪里、南勢里、大鵬里、客雅里、中雅里、北門里、水田里、新民里、長和里、中興里、新雅里、中山里、民富里、文雅里、磐石里、大同里、光田里、士林里、福林里、古賢里、境福里、武陵里。
",頭前溪(隆恩堰）
3,第二淨水場,250124.3529,2744014.286,新竹市東區水源里、千甲里、北區:光華里、湳雅里、金華里、舊社里、金竹里、金雅里、湳中里、南寮里、康樂里、海濱里、舊港里、港北里、中寮里、公道五路、新竹科學園區、竹北市、湖口鄉鳳山村(含新竹工業東區)、波羅村、湖南村、湖鏡村、中勢村、信勢村、愛勢村、仁勢村、孝勢村、中興村、信義村、中正村、勝利村、德盛村、新豐鄉瑞興村。,頭前溪(隆恩堰）
3,湳雅淨水場,247668.0142,2746320.486,湖口鄉鳳山村、鳳凰村(含新竹工業西區)、波羅村、新豐鄉青埔村、瑞興村、坡頭村、埔和村、新豐村、員山村、山崎村、忠孝村、中崙村、上坑村、鳳坑村、崎頂村、重興村、松林村、松柏村。,頭前溪
3,寶山淨水場,253739.662,2738499.238,"新竹科學園區之工業用水及新竹市關東橋地區、寶山鄉、竹東鎮二重
埔地區之民生用水",寶山水庫、寶二水庫
3,員崠淨水場,260085.625,2734175.977,竹東鎮除其中員山、頭重、柯湖(竹中)、二重里、三重里由寶山場供水、陸豐里部分由芎林場供水、竹東鎮上坪、瑞峰由桃山場供水外全部。,上坪溪、竹東圳、油羅溪
3,尖石淨水場,276712.8023,2737489.357,尖石鄉嘉樂、新樂、水田、義興。,地面水(山澗水流入油羅溪)
3,梅花淨水場,270246.8133,2729284.504,尖石鄉錦屏、梅花。,地面水(山澗水流入油羅溪)
3,北埔淨水場,257055.0957,2729445.762,北埔鄉、峨嵋鄉。,大坪溪
3,桃山淨水場 ,260793.4657,2721739.503,"五峰鄉桃山、清泉、大隘。  
竹東鎮上坪、瑞峰。",白蘭溪
3,內灣淨水場,268626.5249,2733240.719,橫山鄉內灣村、豐田村(九芎坪、油羅)、力行村。,油羅溪
3,新埔淨水場,258469.344,2746984.122,新埔鎮全鎮，惟巨埔里、鹿鳴里、清水里、北平里、新北里、南平里等里之高地區尚未供水、關西鎮東平里(該里高地區尚未供水)。,鳳山溪
3,明德淨水場,238263.7663,2720040.049,"苗栗市全市(不含高地區如新英里、龍岡道等)。
頭屋鄉全鄉，惟山區鳴鳳村、飛鳳村等少部分尚未供水。
造橋鄉：錦水、大西、大龍。
後龍鎮：大庄里、中龍里、北龍里、埔頂里、復興里、龍坑里、龍津里、豐富里。
頭份鎮濫坑(邊緣約10戶)。",明德水庫
3,後龍溪伏流水取水站,234433.4133,2719379.594,後龍鎮,地面水體
3,苗三淨水場,231578.6936,2715971.789,苗栗市水源、勝利里、南苗地區供水。,苗三淺井
3,苗四淨水場,233794.6457,2718860.987,苗栗市嘉盛、北苗里，為尖峰時段補充供水場站。,苗四淺井
3,大湖淨水場,237382.0666,2702391.047,大湖鄉：大湖村部分、南湖村、義和村、大寮村、武榮村、栗竹村。,寬口井4口
3,大湖第二淨水場,236324.0305,2702392.037,大湖鄉：大湖村部分、復興村、靜湖村、大南村、明湖村、泰安鄉清安村,寬口井1口
3,東興淨水場,241995.9827,2729252.563,"竹南鎮全鎮，崎頂工業區、竹南科學園區。
頭份鎮全鎮，頭份工業區。
造橋鄉:造橋村、平興村、朝陽村、談文村、龍昇村、豐湖村、坪埔村。
後龍鎮:埔頂里、新民里、校椅里、海寶里、彎寶里、東明里、大山里、海埔里、外埔里、秀水里、水尾里、溪洲里。",永和山水庫
3,三義淨水場,229715.0416,2699337.792,三義鄉(廣盛村)。,三義淨水場2口深井
3,中興淨水場,229552.2284,2709968.23,銅鑼鄉(中平村、私有中興工業區)。,中興寬口井
3,水美淨水場,225901.5129,2699377.034,三義鄉(勝興村)。,三義水美深井
3,草寮淨水場,227192.7483,2702246.844,銅鑼鄉全鄉、竹科4期銅鑼基地，西湖鄉(下埔、五湖、高埔、四湖、龍洞等村)。,三義草寮深井
3,裕隆淨水場,224527.9056,2696965.02,三義鄉(西湖村)。,三義裕隆2口深井
3,南庄淨水場,250085.3673,2721240.355,"南庄鄉全鄉，惟山區向天湖、鹿場、蓬萊、東河等高地部落尚未供水。
三灣鄉大河底、下林坪、三灣、銅鏡、北埔、頂寮、永和、內灣村全部供水。",南江河
3,芎林淨水場,260241.7756,2738086.957,芎林鄉全鄉及竹東鎮陸豐里。,頭前溪(竹林橋)
3,關西淨水場,267766.1776,2741769.549,關西鎮除南新里及仁安里、大同里等里之高地區尚未供水。,鳳山溪
4,823九路井,218454.2154,2675759.281,台中市北屯區,823九路井
4,823十路井,218462.2376,2675894.823,台中市北屯區,823十路井
4,八張犁2-1號井,214055.289,2677072.617,台中市西屯區,八張犁2-1號井
4,八張犁2號井,214045.2525,2677080.727,台中市西屯區,八張犁2號井
4,八張犁3號井(新),213745.9805,2677161.23,台中市西屯區,八張犁3號井(新)
4,八張犁6-1號井,213610.0546,2676842.722,台中市西屯區,八張犁6-1號井
4,八張犁7號井,214254.8297,2676880.512,台中市西屯區,八張犁7號井
4,八張犁8號井,213655.3499,2676877.271,台中市西屯區,八張犁8號井
4,三信河南井,215780.6132,2673603.487,台中市西屯區,三信河南井
4,三信漢口井,215770.1781,2673447.463,台中市西屯區,三信漢口井
4,上楓淨水場,216709.4912,2681452.429,大雅民生路上楓淨水場附近,上楓3號井
4,大里2號井,222460.5093,2665503.546,台中市大里區,大里2號井
4,大里運動公園井,217803.3632,2666039.248,台中市大里區,大里運動公園井
4,大湳2號井,221819.038,2685611.444,台中市豐原區,豐原區三豐路二段地下水源
4,大湳3號井,221766.5086,2685234.658,台中市豐原區,豐原區三豐路二段地下水源
4,工業10號井,213268.562,2672300.226,台中市西屯區,工業10號井
4,工業6號井,212104.7131,2673450.778,台中市西屯區,工業6號井
4,工學北路井,215548.577,2668246.238,台中市南區,工學北路井
4,仁里淨水場,223783.2107,2690359.951,后里高地區,泰安2號井
4,公正井,215968.4302,2671538.41,台中市西區,公正井
4,公益井,215192.3692,2671686.589,台中市西區,公益井
4,公館淨水場,212569.4942,2681674.118,沙鹿區西勢、公明、清泉、晉江(部份)等四里,公館1號井、公館2號井、忠義2號井、仁愛1號井
4,日新公園井,218735.7697,2668188.72,台中市大里區,日新公園井
4,水規所井,219551.9675,2663593.04,台中市霧峰區,水規所井
4,甲南淨水場,209032.4219,2688835.289,清水區:國姓里、下湳里、菁埔里、田寮里,地下水
4,光興1號井,222450.2735,2665520.511,台中市太平區,光興1號井
4,光興2號井,222450.2735,2665520.511,台中,光興2號井
4,竹林1號井淨水場,206446.123,2682035.649,沙鹿區竹林里,竹林1號井
4,西寧淨水場,206834.4055,2685821.56,清水區:西寧里、橋頭里,地下水
4,沙鹿11號井淨水場,207658.725,2678541.581,沙鹿區六路里,沙鹿11號井
4,沙鹿12號井淨水場,207397.319,2680868.445,配水中心補充水源,沙鹿12號井
4,沙鹿15號井淨水場,207511.102,2681119.814,配水中心補充水源,沙鹿15號井
4,沙鹿3號更新井淨水場,207516.341,2680861.857,配水中心補充水源,沙鹿3號更新井
4,沙鹿4號更新井淨水場,207332.588,2681132.726,配水中心補充水源,沙鹿4號更新井
4,沙鹿5號更新井淨水場,208045.37,2679890.083,隧道入口補充水源,沙鹿5號更新井
4,沙鹿淨水場,206218.628,2680509.223,沙鹿區興仁里、興安里、美仁里、沙鹿里、洛泉里,沙鹿2.3.6.8.10.13井
4,坪林1井,222450.3699,2671511.761,台中,坪林1井
4,坪林2井,222393.5189,2671437.558,台中,坪林2井
4,坪林3井,222610.2364,2671411.113,台中,坪林3井
4,坪林4井,222779.9714,2671527.407,台中,坪林4井
4,忠義淨水場,211887.8298,2681178.111,大雅區：忠義里及(六寶里、秀山里、橫山里)部分。,忠義１號深井
4,明秀淨水場,207224.449,2679579.107,沙鹿區北勢里、福興里,明秀1.2井
4,東光1號井,219589.5458,2673812.457,台中,東光1號井
4,東光3號井,219550.2947,2673371.419,台中,東光3號井
4,東光5號井,219478.5817,2672909.741,台中,東光5號井
4,東峰14號井,217975.4775,2668843.062,台中,東峰14號井
4,東峰15號井,218262.9373,2668892.145,台中,東峰15號井
4,東興井,214770.635,2672183.239,台中,東興井
4,長春井,217459.7896,2669536.533,台中,長春井
4,青海井,213171.8421,2674545.746,台中,青海井
4,南和忠明井,216284.6277,2668205.937,台中,南和忠明井
4,南和高工井,216280.3844,2667830.17,台中,南和高工井
4,美術英才井,215979.2004,2670857.154,台中,美術英才井
4,英才井(新),216647.9217,2672284.039,台中,英才井(新)
4,烏日淨水場,212122.145,2666555.014,烏日區烏日里、湖日里,地下水
4,神岡淨水場,215300.7248,2684232.401,"清水區：東山、海風、楊厝、吳厝里。
神岡區：神岡、庄前、庄後、北庄、新庄、圳前、圳堵、山皮等八里。",神岡2號井、神岡3號井、神岡5號井
4,訓練所井,212814.2121,2672027.074,台中,訓練所井
4,清水淨水場,207292.2663,2684739.432,清水區：鰲峰里、西寧里、北寧里、中興里、文昌里、靈泉里、南寧里、清水里、橋頭里、西社里、南社里、裕嘉里、秀水里、中社里、、臨江里、武鹿里、海濱里、?榔里,地下水
4,清泉淨水場,208493.4775,2689055.27,清水區：高北里、高美里、高西里、高南里、高東里,地下水
4,許厝淨水場,210242.815,2686091.944,台中清水區：吳厝里,許厝1號井
4,博愛井,222843.6824,2673386.456,台中,博愛井
4,喀哩淨水場,214561.2709,2661619.689,烏日溪南地區,地下水
4,港尾1號井,215616.0837,2677499.355,台中,港尾1號井
4,港尾2號井,215532.8376,2677479.068,台中,港尾2號井
4,港尾3號井,215704.506,2677728.066,台中,港尾3號井
4,溪南井,223419.4257,2672684.538,台中,溪南井
4,萬福井,223439.0678,2672319.579,台中,萬福井
4,寧夏漢口井,215671.7063,2673401.517,台中,寧夏漢口井
4,福平井,222032.2698,2669021.468,台中,福平井
4,福星2號井,214260.8718,2674153.12,台中,福星2號井
4,福星3號井(新),214387.4461,2674101.082,台中,福星3號井(新)
4,管線隊井,218260.5368,2671326.563,台中,管線隊井
4,遠太淨水場,206965.097,2677919.056,沙鹿區埔子里,埔子1井
4,樂成一心井,219744.6712,2670164.879,台中,樂成一心井
4,樂成長福井,219925.0866,2670170.809,台中,樂成長福井
4,黎明井,211923.1977,2672109.061,台中,黎明井
4,龍井山頂區淨水場,205473.379,2676274.658,沙鹿區龍泉里,台中系統
4,嶺東井,212497.8476,2671212.551,台中,嶺東井
4,舊社淨水場,220494.2322,2688088.25,后里區舊社,舊社4號井、后里4號公園井
4,豐原第一淨水場,225542.781,2685451.015,豐原區、潭子區,豐原區豐勢路地下水源
4,豐原第二淨水場,225911.3705,2685481.615,豐原區、潭子區,"石岡區明德路地下水源
"
4,鯉魚潭淨水場,222349.8695,2690727.062,大台中地區,鯉魚潭水庫
4,麗園1號井,222921.5394,2672597.431,台中,麗園1號井
4,麗園2號井,222904.8475,2672690.161,台中,麗園2號井
4,?子1號井,222786.3238,2673732.33,台中,?子1號井
4,?子2號井,222677.4338,2673539.279,台中,?子2號井
4,?興井,221667.045,2672790.144,台中,?興井
4,新社淨水場,230399.3869,2679242.375,"(新社區)市區。
(石岡區)南眉、營林巷。",地下水：馬力埔寬口井。
4,谷關淨水場,250942.5531,2677813.146,(和平區)谷關用戶3戶。,地下水：橫流溪湧泉(八仙山山泉水)。
4,吉峰1號井淨水場,221114.1637,2663468.081,霧峰區吉峰里,吉峰1號井
4,坑口淨水場,218754.9922,2660156.096,"坑口、峰谷、四德、南柳、北柳、五福
",坑口1、3、5、6、7號井
4,舊正1號井淨水場,218271.4425,2656744.977,"六股、丁台、萬豐、南勢、北勢
",舊正1號井
4,舊正2號井淨水場,218601.9796,2656704.379,"六股、丁台、萬豐、南勢、北勢
",舊正2號井
4,舊正3號井淨水場,219044.047,2656960.354,"六股、丁台、萬豐、南勢、北勢
",舊正3號井
4,霧峰淨水場,219538.1701,2662558.778,"霧峰市區中正路以東地區
",霧峰1號井、霧峰2號井
4,東勢淨水場,232302.4563,2683521.622,(石岡區)僅供和盛、德興、土牛及梅子里；南眉、龍興、頭坪、二坪、食水嵙由新社系統供水，其餘皆由豐原給水廠支援供水。,地下水：東勢1、2號寬口井。
4,慶東淨水場,233614.8725,2677481.349,(東勢區)除茂興、明正里由卓蘭系統供水，埤頭、泰興里由豐原給水廠支援供水外，其餘皆由該場供水。,"地面水：後池堰取水塔站。
地下水：後池堰2及3號深井、慶東2及3號寬口井。"
4,卓蘭淨水場,232785.4923,2688790.038,"苗栗縣：(卓蘭鎮)全鎮。三義鄉:鯉魚潭村15、16鄰
台中市：(東勢區)茂興（上圓屯)、明正。",地下水：卓蘭1~5號深井、內灣1~2號深井。
4,梨山淨水場,276623.194,2683654.648,(和平區) 梨山、松茂。,地面水：合歡溪。
4,埔里第一淨水場,246946.273,2648071.018,東門里、西門里、同聲里、薰化里、清新里、枇杷里、杷城里、珠格里、水頭里、溪南里、麒麟里、南門里,一淨1號井、一淨4號井、一淨5號井、一淨6號井
4,埔里第二淨水場,244911.706,2651601.947,西門里、薰化里、清新里、南門里、鐵山里、大城里、愛蘭里、桃米里、南村里,二淨寬口井
4,埔里第三淨水場,247333.748,2651678.815,東門里、西門里、北門里,三淨深井、三淨淺井
4,埔里第五淨水場,248954.134,2652439.067,枇杷里、蜈蚣里、大湳里、北安里、泰安里、廣成里、史港里、福興里、一新里、北梅里,五淨1、2、3、4號井
4,籃城淨水場,246504.588,2653811.883,東門里、西門里、枇杷里、大城里、籃城里、北安里、北梅里、泰安里,籃城1號井、籃城2號井、中台2號井、產業微型園區1號井、產業微型園區2號井
4,大坪頂淨水場,242917.264,2657781.913,合成里,大坪頂場內深井、水流東深井
