區處別,淨水場名稱,X座標(TWD97),Y座標(TWD97),主要供水轄區,原水來源
8,金洋淨水場,325969.48,2702256.8,南澳鄉金洋村,"金洋深井及南澳南溪
(南澳溪水系)"
8,澳花淨水場,325492.94,2691948.8,澳花村,澳花深井
9,北昌淨水場,310302.92,2654012.92,花蓮市,德興一號井
9,光華七號淨水場,308338.45,2648109.37,光華村,光華等3口井
9,光華八號淨水場,308033.68,2647277.15,光華村,光華等3口井
9,光華淨水場,310043.87,2647238.29,吉安鄉光華村,光華等3口井
9,南華淨水場,305864.077,2650057.327,吉安鄉南華村,南華等5口井
9,娑婆礑淨水場,305589.241,2655641.078,"花蓮市,吉安鄉,新城鄉",美崙溪水系娑婆礑溪南、北溪
9,國慶淨水場,309530.625,2655880.548,"花蓮市,吉安鄉,新城鄉",國慶等3口井
9,富世淨水場,313384.368,2671879.446,"富世村,崇德村",立霧溪山澗水
9,新城淨水場,316340.396,2669248.194,新城鄉,新興三號井
9,新興淨水場,315019.658,2670044.329,"富世村,崇德村",新興一.二號井
9,壽豐淨水場,302265.94,2642925.68,"壽豊鄉,吉安鄉",荖溪
9,稻香淨水場,308296.783,2650907.166,吉安鄉稻香村,稻香深井
9,和平淨水場,325416.51,2690394.57,和平村,和平深井、和平溪山澗水(枯竭、停用)
9,水璉淨水場,307291.96,2631788.01,水璉,水璉淺井
9,支亞干淨水場,294248.21,2633022.84,鳳林鎮,花蓮溪水系清水溪
9,光復淨水場,292860.323,2617638.941,光復鄉,光復等3口井
9,萬榮淨水場,292880.87,2623873.49,萬榮鄉,萬榮等2口井
9,鳳林淨水場,293352.345,2627923.651,鳳林鎮,無名溪
9,新社淨水場,304642.346,2617386.167,豐濱鄉,多普安溪
9,紅葉淨水場,283547.444,2598845.251,紅葉村,紅葉溪
9,瑞祥淨水場,286114.8375,2599074.774,花蓮縣瑞穗鄉,虎頭山取水口＼瑞祥1號深井＼瑞祥2號深井
9,舞鶴淨水場,285014.88,2595233.99,舞鶴村,瑞西村一鄰水源涵養保安林山澗水
9,富源淨水場,286528.64,2609345.31,富源村,富源深井、馬蘭溝溪
9,港口淨水場,299256.9,2596776.31,港口村,秀姑巒溪山澗水
9,三笠山淨水場,282673.535,2592286.284,"笠山村,崙山村",三笠山淺井
9,永昌淨水場,282379.8607,2582259.303,花蓮縣玉里鎮,永昌1號深井＼永昌2號深井
9,玉里淨水場,281761.89,2582544.8,玉里鎮,玉里等2口井
9,東里淨水場,280884.835,2572696.127,萬寧村,東里淺井
9,客城淨水場,281348.607,2579273.959,玉里鎮,客城深井
9,樂合淨水場,285448.98,2579556.78,東豐,樂合淺井
9,明里淨水場,275504.224,2565299.266,富里鄉,明里等2口井
9,池南淨水場,300768.78,2646056.08,池南村,荖溪
9,松浦淨水場,287605.013,2591164.787,松蒲里,松蒲淺井
9,大農淨水場,291715.1385,2612792.481,鳳林鎮,大農2口井
10,中華路淨水場,266439.9626,2517822.285,臺東縣台東市,中華路深井
10,利嘉淨水場,253415,2519125,台東縣台東市、卑南鄉,東興三號深井、東興四號窨井、利嘉三號深井、利嘉溪
10,兒五淨水場,263009.9902,2521481.14,台東縣台東市,兒五深井
10,東興一號淨水場,254552.5464,2518129.106,臺東縣台東市,東興一號井
10,知本四號淨水場,253830.8143,2511299.548,台東縣台東市,知本四號井
10,南王淨水場,260738.5595,2519327.878,台東縣台東市,南王二號井
10,建農淨水場,256905.0143,2515531.28,台東縣台東市,建農深井
10,泰安淨水場,253881,2524235,台東縣卑南鄉泰安,泰安三號深井、大巴六九溪
10,馬蘭淨水場,263858.3282,2519008.289,台東縣台東市,馬蘭深井
10,黑森林淨水場,262912,2521275,台東縣台東市,黑森林井
10,豐里淨水場,261344.1762,2515749.31,台東縣台東市,豐里深井
10,鯉魚山淨水場,264545.6127,2517163.062,臺東縣台東市,鯉魚山深井
10,初鹿淨水場,267092,2519833,台東縣卑南鄉初鹿社區,初鹿3、4號深井
10,班鳩淨水場,234937,2465226,卑南鄉美農村,斑鳩深井、無名溪
10,永安淨水場,261283,2537164,(鹿野鄉)、鹿野、和平社區、四維、永隆、永興、永安、永安高台、永樂、永昌、明野、馬背、龍田、五十戶、鸞山村之鸞山部落、梅山部落,永安深井、山澗水
10,紅葉淨水場,255524,2533622,(延平鄉)桃源、紅葉。,瓦崗溪
10,瑞源淨水場,261336,2515747,鹿野鄉瑞源村  鹿野街,瑞源深井
10,瑞豐淨水場,277855,2544503,(鹿野鄉)、瑞源、後湖、新良、日圓、瑞隆、瑞和、新豐景、寶華。,瑞豐第二深井
10,池上淨水場,271984,2557570,(池上鄉)池上、萬朝、山仔腳、新興上路、新興下路、陸安、大坡、慶豐、錦園、萬安、龍仔尾。,新興深井
10,陸安淨水場,282429,2568925,台東縣池上鄉陸安村,陸安深井
10,東庄淨水場,268820.6439,2553784.96,關山鎮日新、中慶、德高、東明等里,東莊深井
10,海端淨水場,267489,2556326,"台東縣關山鎮,海端鄉等區(德高)",新武呂溪
10,關山淨水場,262405,2549754,臺東縣關山鎮,關山二號深井、崁頂溪
10,加羅板淨水場,237298,2473535,台東縣大武鄉加羅板社區,加羅板深井、加羅板二號深井
10,和平淨水場,240370,2473373,台東縣大武鄉和平社區,和平深井
10,金崙淨水場,245256,2494462,"太麻里村,金崙村,金峰鄉,賓茂村",山澗水
10,壢坵淨水場,243727,2492547,"太麻里鄉溫泉,歷丘一帶社區",壢坵補充水源井、山澗水
10,大王淨水場,250996,2501141,台東縣太麻里鄉大王村,大王深井
10,正興淨水場,249654,2500683,台東縣金峰鄉正興,正興1、2號深井
10,沙崙淨水場,249977,2502547,台東縣太麻里鄉沙崙,沙崙深井
10,嘉蘭淨水場,252579,2519292,台東縣太麻里鄉嘉蘭村,山澗水
10,大溪淨水場,242358,2485134,台東縣太麻里鄉多良村,山澗水
10,安朔淨水場,237549,2466154,達仁鄉安朔村,安朔深井
10,森永淨水場,234937,2465226,達仁鄉森永村,森永深井
10,水母淨水場,271812,2588768,台東縣長濱鄉,水母丁溪
10,成功淨水場,287740,2560204,台東縣成功鎮、東河鄉、長濱鄉,富家溪、柑仔山溪
10,新化淨水場,235246.8732,2477300.074,達仁鄉：新化村、森茂。,新化取水口
10,愛國埔淨水場,241113,2483726,台東縣大武鄉愛國埔社區,愛國埔深井、山澗水
10,綠島淨水場,301436,2508196,台東縣綠島鄉,綠島深井、酬勤水庫
10,東清淨水場,308548,2440004,台東縣蘭嶼鄉東清村,東清溪
10,紅頭淨水場,307745,2437011,台東縣蘭嶼鄉紅頭,紅頭溪
10,朗島淨水場,306699,2442451,台東縣蘭嶼鄉朗島,朗島溪
10,土阪淨水場,238160.5182,2483993.568,達仁鄉土阪村,"土阪深井、山澗水
(流入大竹溪)"
10,台?淨水場,240845.7958,2486971.703,達仁鄉台?村,台?深井
10,利稻淨水場,252382.2425,2565128.403,台東縣海端鄉利稻村,"山澗水
(流入卑南溪)"
10,加津林淨水場,241423.0485,2479724.503,台東縣大武鄉,加津林深井
10,新興淨水場,237296.707,2482497.979,達仁鄉土阪村,土阪深井
11,大竹淨水場,207503.0358,2665607.481,彰化市、和美鎮、伸港鄉、線西鄉,大竹場等三口井
11,全興淨水場,200278.0115,2672497.517,彰化縣和美鎮伸港鄉,全興場等八口井
11,和美淨水場,200257.3634,2666583.374,彰化縣和美鎮,和美場等三口井
11,烏溪河濱淨水場,209271.1532,2665994.162,彰化縣,烏溪1口井
11,第三淨水場(彰化),201792.91,2665112.135,彰化縣和美鎮,三場等十八口井
11,嘉興淨水場,214601.9075,2656710.495,彰化縣,人工湖
11,福田淨水場,211775.1569,2662030.332,彰化縣秀水鄉,快官二口寬口井
11,線西淨水場,193067.1264,2671029.358,彰化縣彰濱工業區（線西區）及線西鄉,線西場等五口井
11,大村淨水場,205836.1116,2653665.398,彰化縣員林市,村上場三口井
11,大村第二淨水場,205310.9314,2654016.774,彰化縣大村鄉,大村二場二口井
11,大葉淨水場,207692.6995,2654070.793,彰化縣大村鄉花壇鄉,大葉場四口井
11,花壇淨水場,205053.5891,2657289.149,彰化縣員林市,花壇場等十口井
11,下壩淨水場,203410.1028,2635584.83,彰化縣溪州鄉,下壩場等五口井
11,北斗淨水場,202326.9351,2640782.474,彰化縣北斗鎮,北斗場等三口井
11,永靖淨水場,203567.8405,2647227.352,彰化縣永靖鄉,永靖場等七口井
11,埔心淨水場,203034.7544,2651071,彰化縣埔心鄉,埔心場等四口井
11,埤頭淨水場,198323.0236,2640694.378,埤頭鄉,埤頭場等三口井
11,二林淨水場,186010.494,2643214.64,彰化縣二林鎮,二林等五口井
11,竹塘淨水場,192398.2955,2639365.671,彰化縣竹塘鄉全鄉、二林鎮原斗萬合東勢、埤頭路口厝等地區,竹塘等三口井
11,芳苑淨水場,184251.3074,2646886.268,彰化縣芳苑鄉,芳苑等五口井
11,打鐵厝淨水場,195320.0063,2662193.47,彰化縣鹿港鎮,打鐵厝場等六口井
11,秀厝淨水場,191921.2894,2659181.54,彰化縣鹿港鎮、福興鄉,秀厝場等六口井
11,鹿港淨水場,193258.2993,2661854.85,彰化縣鹿港鎮,鹿港場等六口井
11,彰濱淨水場,190063.9374,2663649.479,彰化縣,彰濱等四口井
11,第一淨水場(員林),209866.8774,2649287.149,"員林市：全區(泉州寮、後壁厝、南邊田頭、南邊厝、待人坑、湖水坑、許厝、坑仔內、水尾及大明里部分地區除外)
大村鄉：美港村、擺塘村。",一場等十一口井
11,第二淨水場(員林),205617.6224,2651026.346,"員林市：全區(泉州寮、後壁厝、南邊田頭、南邊厝、待人坑、湖水坑、許厝、坑仔內、水尾及大明里部分地區除外)
大村鄉：美港村、擺塘村。",二場等十口井
11,第三淨水場(員林),207383.1044,2648529.135,"員林市：全區(泉州寮、後壁厝、南邊田頭、南邊厝、待人坑、湖水坑、許厝、坑仔內、水尾及大明里部分地區除外)
大村鄉：美港村、擺塘村。",三場等十口井
11,大丘園淨水場,213053.2361,2633585.667,二水鄉二水、文化、聖化、裕民、﹐五佰、過圳等村,大丘園場寬口井一口
11,田中淨水場,210088.4982,2638903.877,彰化縣田中鎮,田中場等十口井
11,社頭淨水場,210461.5748,2643460.125,彰化縣社頭鄉,社頭場等九口井
11,倡和淨水場,216285.5777,2634117.105,彰化縣二水鄉,倡和場等六口深井，三口寬口井
11,清水岩淨水場,210586.2848,2642147.419,彰化縣社頭鄉,清水岩等五口井
11,新民淨水場,217673.65,2635623.407,南投縣名間鄉,新民淨水場等2口深井，1口寬口井
11,第一淨水場(溪湖),197843.9147,2651529.709,"溪湖鎮：全區(竹圍(中竹里，東溪里)、湳底、頂庄、媽厝等部份地區除外)。
埔鹽鄉：全區。
二林鎮：萬興里、振興里、梅芳里、西庄里、華崙里、永興里。
田尾鄉：海豐部份地區。
秀水鄉：全區(陜西村、金興村除外)。
福興鄉：大崙村、元中村、外中村、外埔村、萬豐村、番社村、三汴村、社尾村。
永靖鄉：竹子村。
鹿港鎮：東崎里。",深井5.6.7.8號等四口
11,第二淨水場(溪湖),194829.5232,2651020.446,"溪湖鎮：全區(竹圍(中竹里，東溪里)、湳底、頂庄、媽厝等部份地區除外)。
埔鹽鄉：全區。
二林鎮：萬興里、振興里、梅芳里、西庄里、華崙里、永興里。
田尾鄉：海豐部份地區。
秀水鄉：全區(陜西村、金興村除外)。
福興鄉：大崙村、元中村、外中村、外埔村、萬豐村、番社村、三汴村、社尾村。
永靖鄉：竹子村。
鹿港鎮：東崎里。",深井1.2.3號等三口
11,福興淨水場,197861.7174,2656424.858,福興鄉,深井2.5.6.8.9.10.11.12.13號等9口
12,板新淨水場,285911.6381,2759172.582,"板橋區、新莊區、泰山區、五股區、蘆洲區、八里區、三峽區、鶯歌區、土城區、樹林區、三重區。
中和區：員富里、員山里、壽德里、明德里、清穗里、自強里、國華里、國光里、民生里、瑞穗里、德穗里、冠穗里、明穗里、民有里、嘉新里、民安里、嘉穗里、嘉慶里。
三重區：頂崁里、谷王里，五谷裡、中興里、德厚里。
林口區：太平里汕頭及崩山腳地區。
泰山區：山腳里。
龜山區：龍華里、(龍壽里、山頂里、迴龍里部分地區)。",三峽河、石門水庫(鳶山堰)
12,泰山淨水場,293190.4717,2772899.836,台北縣泰山鄉;五股鄉內軍眷村、大運新村、貿商二村、陸光一村,泰山第一、三、五水源(深井)
13,廣興淨水場,211430.2088,2515206.405,高樹鄉(廣興又名坪頂)、三地門鄉(賽嘉村)。,深井水
13,桑園淨水場,231961.2706,2451207.469,牡丹鄉：東源村、旭海村、牡丹村。,牡丹溪伏流水
13,屏北淨水場,197123.635,2510713.393,屏東市、長治鄉、萬丹鄉。,屏北深水井
13,屏東加工區淨水場,193661.552,2504297.693,"屏東市全市、營區二處、及工業區包括屏東工業區、屏東汽車專業區、華山工業用地、安鎮工業用地及清溪工業用地及屏東二代加工出口區等六處。
長治鄉火燒、三座尾、單座屋、新潭頭、外庄、庄尾、香揚腳、河唇、老潭頭等9個社區。
萬丹鄉社上、社中、社皮、磚寮、廈北、崙頂、後村村、灣內、廈南（部分）、香社（部分）、田厝（部分）、上村村（部分）、社口（部分）、加興（部分）。",屏東加工區深井
13,屏東淨水場,199037.052,2507791.814,"屏東市全市、營區二處、及工業區包括屏東工業區、屏東汽車專業區、華山工業用地、安鎮工業用地及清溪工業用地及屏東二代加工出口區等六處。
長治鄉火燒、三座尾、單座屋、新潭頭、外庄、庄尾、香揚腳、河唇、老潭頭等9個社區。
萬丹鄉社上、社中、社皮、磚寮、廈北、崙頂、後村村、灣內、廈南（部分）、香社（部分）、田厝（部分）、上村村（部分）、社口（部分）、加興（部分）。",屏東等21口井
13,頂新淨水場,196261.5378,2499313.934,屏東市、長治鄉、萬丹鄉。,頂新深井
13,萬丹淨水場,196286.4463,2499321.266,屏東縣萬丹鄉,萬丹2號井
13,餉潭1號井淨水場,210019.3652,2486722.849,新埤鄉：餉潭村。來義鄉：文樂村、望嘉村,餉潭1號井
13,餉潭淨水場,209754.3705,2486677.813,屏東縣：(新埤鄉)餉潭、(來義鄉)望嘉、文樂,餉潭2號井
13,馬兒淨水場,210898.0485,2520754.332,屏東縣：(高樹鄉)全鄉、但舊寮、司馬除外、(三地門鄉)青山、青葉、安坡、馬兒、口社又廣興、賽嘉另由廣興系統供水。,泰山1號井
13,高樹淨水場,209475.3933,2524793.167,屏東縣鹽埔鄉、高樹鄉,"高樹1.2.3號井及
阿拔泉1口深井"
13,新豐淨水場,214327.9402,2530979.802,屏東縣：(高樹鄉)全鄉、但舊寮、司馬除外、(三地門鄉)青山、青葉、安坡、馬兒、口社又廣興、賽嘉另由廣興系統供水。,新豐1號井
13,高士淨水場,234440.7078,2447397.098,牡丹鄉：高士村。,九棚溪(北側支流)
13,三和淨水場,210418.7935,2511604.135,"屏東縣：
(三地門鄉)三地
(瑪家鄉)北葉、佳義、筏灣、
三和上、中、下村。
(內埔鄉)水門、隘寮、新隘寮
(鹽埔鄉)西瓜園、久愛、錦隆
(長治鄉)日新村",三和1號井及2號井
13,內農淨水場,213070.3123,2511942.632,屏東縣三地門鄉三地村、瑪家鄉北葉村、筏灣村、涼山村、佳義村、內埔鄉水門村等,北葉3號井
13,長治百合淨水場,206737.8153,2510291.442,屏東縣長治鄉繁榮、榮華村、復興社區、大同農場、屏東客家文化園區,長治百合深井
13,禮納里淨水場,211742.109,2510034.688,屏東縣瑪家農場,禮納里水井
13,力里淨水場,213608.7363,2482013.249,來義鄉南和村、春日鄉力里村、七佳村、歸崇村、支援東港所(枋寮),力里1號井
13,南和淨水場,213326.4325,2481902.082,來義鄉南和村、春日鄉力里村、七佳村、歸崇村、支援東港所(枋寮),南和1號井
13,四春淨水場,206768.3211,2494412.579,潮州鄉：四春里。,四春深井
13,潮新淨水場,208543.8749,2491862.02,潮州鎮(四春里除外)、南州鄉、崁頂鄉、新埤鄉打鐵村、新埤村、南豐村、萬隆村、支援東港所(林邊),潮新7號及8號井、林後5號、林後6號、南岸6號井、萬隆3號井、萬隆4號井
13,瑪家淨水場,217669.9711,2508339.319,瑪家鄉：舊瑪家村部落。,隘寮溪支流
13,佳興淨水場,215141.5789,2496763.114,泰武鄉：佳興村。,佳興水源
13,吾拉魯滋淨水場,209963.1812,2500783.058,"泰武鄉：佳平村、武潭村、萬安村、馬士部落、達里部落。
萬巒鄉：赤山村。",吾拉魯滋1號井
13,佳平淨水場,211456.2253,2499207.974,"泰武鄉：佳平村、武潭村、萬安村、馬士部落、達里部落。
萬巒鄉：赤山村。",佳平深井
13,來義淨水場,215497.6855,2491993.229,"屏東縣：
(來義鄉)義林、南復興、北復興、丹林、古樓、新來義永久屋。
(泰武鄉)平和村。",來義深井
13,新來義淨水場,207243.2122,2490164.78,來義鄉來義村、丹林村、古樓村、義林村、泰武鄉平和村,"新來義1號井
、新來義2號井
"
13,屏東農場淨水場,206027.8741,2508340.434,長治鄉：榮華村、復興村、進興村、長興村、新潭村、潭頭村。內埔鄉：內埔工業區、六堆客家文化園區、豐田國小、富田國小。麟洛鄉：麟洛國中。竹田鄉：屏東監獄。,"
北勢5號井"
13,霧台淨水場,222435.6846,2515746.122,霧台鄉：全區。,隘寮南溪
13,士文淨水場,215605.1711,2474148.198,屏東縣：春日鄉,士文水源
13,古華淨水場,213213.0299,2472944.558,屏東縣：春日鄉,古華深井
13,甘棠門淨水場,195431.1954,2491683.696,"屏東縣：
東港鎮、佳冬鄉、新園鄉、崁頂鄉\、琉球鄉、枋寮鄉、林邊鄉部分地區",甘棠門14號水井
13,牡丹淨水場,227617.0049,2447997.708,"屏東縣：
(恆春鎮)(滿州鄉)(車城鄉)(枋山鄉)(南州鄉)(東港鎮)(佳冬鄉)(新園鄉)(崁頂鄉)(琉球鄉) 全鄉鎮；
(牡丹鄉)(獅子鄉)(春日鄉)(枋寮鄉)(林邊鄉)(新埤鄉)部分地區",牡丹水庫
13,枋寮淨水場,208547.368,2479451.578,"屏東縣：
枋寮鄉：枋寮、隆山、安樂、中寮、保生、天時、地利、人和、東海、大庄、太源村、內寮。
枋山鄉：加祿村。
獅子鄉：南世村、內獅。",枋寮水井
13,林邊淨水場,200784.2156,2482163.933,"屏東縣：
(南州鄉)(東港鎮)(佳冬鄉)(新園鄉)(崁頂鄉)(琉球鄉) 全鄉鎮
(春日鄉)(枋寮鄉)(林邊鄉)部分地區",林邊鄉地下水、林邊溪伏流水
13,九如淨水場,200292.7138,2514032.144,九如鄉：全鄉。,九如1號井及九如2號井
13,萬巒淨水場,211073.3821,2501295.091,屏東縣,萬巒3號井、萬巒赤山1、2號井
13,內麟淨水場,204963.4368,2507066.311,屏東縣,內埔2、3號井、麟洛1號井
13,竹田淨水場,201834.7692,2504130.608,屏東縣,竹田1、2號井
13,琉球淨水場,186469.5823,2472229.332,屏東縣琉球鄉,
13,鹽埔淨水場,203245.7152,2517766.23,屏東縣,里港1、2號、鹽埔1號原水井
